gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160255	60121.75496813945	3.130801679549215	0.14606156160096714	21.434809030060954	6.329290038783338e-102	1.4494074188813845e-99
ENSG00000156265	31970.951638647	2.9996236323322187	0.14600130304916592	20.545183979091583	8.498870337430494e-94	9.731206536357916e-92
ENSG00000180509	35031.22490769146	3.231457880526461	0.17174827253150626	18.815082288141607	5.682017239178109e-79	4.3372731592392896e-77
ENSG00000142192	47649.92971729175	3.089101360453327	0.1820497687462159	16.968444298106462	1.4060787629326772e-64	8.049800917789577e-63
ENSG00000183527	7909.887618457311	2.8325601777294955	0.169647075865866	16.696781617203364	1.3832763191606654e-62	6.335405541755847e-61
ENSG00000159128	10514.903837113434	2.4939775889584452	0.15383049283373515	16.212504705773874	4.114522885614924e-59	1.5703762346763626e-57
ENSG00000142168	6492.570284678824	2.983590104120579	0.22547524631356802	13.232450802920093	5.699801058658045e-40	1.8646492034752747e-38
ENSG00000160307	4685.907850382976	3.3558671020066417	0.28801889189054375	11.651552021393016	2.2531738717708e-31	6.449710207943915e-30
ENSG00000159197	1664.5809358745528	2.2368213623360993	0.20285711294946024	11.026585806204293	2.8446006823003857e-28	7.237928402742092e-27
ENSG00000160284	7003.289185177188	3.4481475954413376	0.5556285203823078	6.205850615927333	5.440183653416139e-10	1.2458020566322957e-8
ENSG00000183421	2747.81450598341	-0.6383543821501148	0.17959663127973577	-3.5543783733661907	3.7887370685578224e-4	0.007887461715452194
ENSG00000166265	1156.4870753880227	-0.6764664068392798	0.20785472702962515	-3.254515384405303	0.0011358600785154613	0.02167599649833672
ENSG00000156256	5807.141401922853	-0.4473857620406043	0.1458410577791535	-3.0676255977111655	0.002157667665907782	0.038008145807144775
